Book,Line,Text
3,71,"Grýta sù Pimè kampůto titnăgŏ jëszko,"
3,72,"Ó Selmýkė sáw isz aùtu pùrwĕlį̆ swilin."
3,73,"Bèt Katrýnė sù Bergè skaurádą̆ szŭrůja,"
3,74,"Ìr, kad daùg ugnës ben wéik po kátı̆lŭ dègtu,"
3,75,"Sù pilwótais zúbais wìs į kámı̆ną̆ pùcza."
3,76,"Jékė sù Măgŭżè dzowįtą págălį̆ skáldo,"
3,77,"Ó Enskýs sausós malkélės àtnĕsză glėbį."
3,78,"Àlĕ Dŏczýs nenáudėlis pas kákălį̆ szìltą"
3,79,"Snáusdams ir zubùs laiżýdams ėdĕsiŏ týko;"
3,80,"Nės Astė pëtùms nŭpĕnėtą szùtı̆nă gaìdį,"
3,81,"Ìr kelìs kwëczú plyckùs į kákălį̆ száuja."
3,82,"Dócziu taìp bĕsı̆laìżant ìr dideý bĕsı̆dzaùgiant,"
3,83,"Sztaì, kwëslýs puikeý rėdýts ir raìts păsı̆ródė,"
3,84,"Ìr wisùs swodbón ateìt pas Krìzą̆ păprászė."
3,85,"Swótu kóżnas wëns, tůjaùs kepùrĕ̜ nŭwóżdams,"
3,86,"Ìr uż gàrbę tą dideý, kaip reìk', dė̆kăwódams,"
3,87,"Krìżą̆ păgárbįt ìr swodbón ateìt păżădėjo."
3,88,"Ó wei, wós aszmà dënà potám păsı̆ródė,"
3,89,"Sztaì, wisì kaimýnai swódbiszkay păsı̆rėdė."
3,90,"Stéps su Mérczum kùrpes sáw naujàs nŭsı̆pìrkę,"
3,91,"Ó Jons sù Laurù dailès wyżàs nŭsı̆pýnę,"
3,92,"Rėdės ìr swodbón nŭkĕliáut kuinùs păżĕbójo."
3,93,"Ypăczĕy ìsz wisù Enskýs săwŏ szìmĕlį̆ praùsė,"
3,94,"Ìr, balnódams jį, prë szónu prìsĕgė̆ kìlpas."
3,95,"Taìp iszrėdęs jaù żirgélio nùgărą̆ wìsą,"
3,96,"Tů săwŏ kùlszes sù naujù dirżù sŭrăkìno,"
3,97,"Ìr ant blaùzdu swódbiszkus sŏpăgùs ŭssı̆mówė."
3,98,"Mótĕrŭ pùsė̆ kăpós sŭnĕliùs păly̆dėt păsı̆siúlė;"
3,99,"Nės ir jàs kwëslýs į czésnį bùwŏ păkwëtęs;"
3,100,"Tódėl jós taipjaù, kaip reìk' wësznėms, ı̆ssı̆rėdė."
3,101,"Àlĕ nĕ wókiszkay, kaip kélios jaù prăsı̆mánė,"
3,102,"Né, lëtùwiszkay kożnà tarp jú sŭsı̆glàmżė."
3,103,"Jùk żinaì, kaip mús' Lëtùwninkės dăbı̆nėjas,"
3,104,"Kàd wëszėt ar į czesnìs nŭkĕliáut ŭssı̆geìdza."
3,105,"Kýkas sù nŏmĕtù bei plósztė mótĕrŭ rėdai,"
3,106,"Bèt wainikas sù kasóms mergú dăbı̆nėjims."
3,107,"Bóbos, szùksztu jùms, margú wainìkŭ nŏrėti,"
3,108,"Ó jus mérgos wėl, mináu, n'ŭssı̆geiskı̆tĕ kýku."
3,109,"Taìp kaip gìrdit, dìdis pùlks wisaìp ı̆ssı̆rėdęs,"
3,110,"Irgı̆ nĕszwánkey klýkaudams pas Krìzą̆ nŭkáko."
3,111,"Krìzas tů păsı̆klóniodams pasweíkı̆nŏ kóżną,"
3,112,"Ir į sáwŏ nămélį wëzlibaý sŭwădìnęs,"
3,113,"Tů, păwı̆tót wisùs, brangwýno àtnĕszė̆ plėczką,"
3,114,"Ìr swotùs linksmùs meilìngay rágı̆nŏ sùrbti."
3,115,"Àlĕ mŏmà marczós wisókiu sùnĕszė̆ plýcku,"
3,116,"Ìr săwŏ sùkwëstus svĕtĕliùs taipó pămy̆lėjo,"
3,117,"Kàd kelì jau búriszkas szutkàs prăsı̆mánė,"
3,118,"Ìr wëns wálgydams pas stálą szúdą̆ păsákė."
3,119,"Taìp pirmónes swódbiszkas linksmaý bĕrăgáujant,"
3,120,"Sztaì, tů swódbiszkas bliowìms wisùr păsı̆kėlė,"
3,121,"Taìp, kad ìr arkleì blogì szŏkı̆nėdămı̆ żwéngė."
3,122,"Ó wei, wėl tůjaùs tas pàts kwëslýs păsı̆ródė,"
3,123,"Ìrgı̆ bĕklýkaudams kumélės nùgărą̆ daùżė."
3,124,"Tù nenáudėli, kam spárdai kùmĕliŏ szónus?"
3,125,"Àr nĕ gănà, kad jį wos gýwą baùdzăwă lùpo?"
3,126,"Ó tu sù pentìnais jám dar daúgsı̆nı̆ wàrgą?"
3,127,"Jók pămăżì, żioplý, nemùszk be reìkălŏ kùiną!"
3,128,"Jùk girdì, rytój reikės į gìrĕ̜ wăżiůti,"
3,129,"Ó porýt măżŭ reìks parwéżįt dìdĕlį̆ pìlwą."
3,130,"Taìp jam, kaìp girdėjot, búriszkay bĕsı̆spárdant,"
3,131,"Sztaì, tů pró wartùs rėdýtą pàrwĕżė̆ pórą,"
3,132,"Ànt kuriós szwents wýskupas pas dëwstălį̆ szwèntą"
3,133,"Winczăwŏdams, kaip reìk', żegnónę bùwŏ pădėjęs."
3,134,"Gèntys ir kaimýnai, jaù wisì sŭsı̆bėgę,"
3,135,"Ìr jaunìkį sù marczè paswéikı̆nĕ̜ daìley,"
3,136,"Tů gardzeý păwı̆tót į Krìzo sùwĕdė̆ námą."
3,137,"Krìzas ìrgı̆ mŏczùtė jó, surùkŭsı̆ bóba,"
3,138,"Gėrėjos dideý duktèrs suláukŭsiŭ swódbą."
3,139,"Nės Ilzbùtė jú dukczùtė bùwŏ păskiáusi,"
3,140,"Ìr prëgtám uż szùlco į Taukiùs nŭtĕkėjo."
3,141,"Tódėl tėwai jós, sukwëtę gìmı̆nĕ̜ wìsą,"
3,142,"Týtweik daùg dėl tó kasztáwos ìrgı̆ stĕliáwos."
3,143,"Kárwiu trìs berżdàs o jáuczu dù mė̆sı̆nėjo;"
3,144,"Bèt këk kiaùliu beì awiú, mė̆sı̆nìnks nĕrŏkáwo;"
3,145,"Àlĕ żą̆sú bei wìsztu wós wënà păsı̆lìko."
3,146,"Tàs mėsàs wisókias szeìp ir taìp sŭkăpótas,"
3,147,"Krìzo kùkorius taip smàrkey plészkı̆nŏ swódbai,"
3,148,"Kàd ant úlyczu wisùr użìms păsı̆kėlė,"
3,149,"Ir kaimýns Paulùks dėl tó dideý nŭsı̆gàndo."
3,150,"Taìp iszwìrtus jaù walgiùs isz kátı̆lŏ sémdams,"
3,151,"Ó peczénkas sù kableìs isz kákăliŏ tráukdams,"
3,152,"Pétras kùkorius, kaip gìrdit, bùwŏ sŭtaìsęs,"
3,153,"Ìrgı̆ swĕczëms iszálkusëms wis rágı̆nŏ siúlyt."
3,154,"Tùszė, stáltëses tůjaùs atnészŭsı̆ plónas,"
3,155,"Swódbiszkay, kaip reìk', iszrėdė dìdĕlį̆ stálą."
3,156,"Ó potám kwësleì greitì daug sùnĕszė̆ wàlgiu,"
3,157,"Jáutënos rëbiós, kiaulënos ìrgı̆ żąsënos,"
3,158,"Plaùczu beì kĕpĕnú bei daùgel szùtį̆tŭ blėku."
3,159,"Swótams taìp potám Tė̆wėmús', szwentaý păsı̆kaìczus,"
3,160,"Ir krikszczóniszkay pas stálą jaù sŭsı̆sėdus,"
3,161,"Krìzas sáwŏ swĕczùs meilìngay rágı̆nŏ wálgyt,"
3,162,"Ìr, kaip dúszei reìk', păsı̆sótįt ir păsı̆lìnksmįt."
3,163,"Sztai, tůjaus Enskýs, isztráukęs dìdĕlį̆ peìlį,"
3,164,"Wìrtas ìr keptàs mėsàs pădălýt păsı̆siùlė."
3,165,"Bèt, kaip pónai dáro, transzërůt nĕmŏkėdams,"
3,166,"Tů sŭ năgaìs, kaip búrs, lăszı̆niú szmotùs nŭsı̆twėrė,"
3,167,"Ìr skwarbýdams ànt torëliu sùmĕtė̆ stùkeis;"
3,168,"Nės, prı̆sı̆rìjęs jaù, nĕnŭmánė màndăgĕy èlgtis."
3,169,"Àlĕ swĕczú kelì, brangwýnu plùk prı̆sı̆sùrbę,"
3,170,"Tókius taìp grecznùs szmotùs pămătýt nĕgălėjo;"
3,171,"Ó kitì, taipjaù girtì, nĕtŭrėdămı̆ peìliu,"
3,172,"Ìr su rànkomis apgniáużę, lászı̆niŭs ėdė,"
3,173,"Taìp kad jú taukaì per bàrzdą jaù nŭlăszėjo."
3,174,"Nės jë mìslyjo, kad búrs, pas Krìzą̆ sė̆dėdams,"
3,175,"Klóniotis ir póniszkay păsı̆èlgt nĕprı̆wálo."
3,176,"Taìpgı̆ bĕwálgant jaù ir búriszkay bĕsı̆dzaùgiant,"
3,177,"Krìzas szúktĕrė̆jo; sztai, tů tarnaì păsı̆ródė,"
3,178,"Ìr alaùs macnaùs su drógais àtnĕszė̆ báczką;"
3,179,"Ó kwësleì su krágais swódbiszkais sŭsı̆bėgę,"
3,180,"Pýwo sùdrumsto malkùs tikt kósziă tı̆kt kószia."
3,181,"Nės tirsztóks alùs perdėm per gómŭrį̆ plaùkdams"
3,182,"Ìr tirsztì malkaì weikiaùs prisótı̆nă skìlwį."
3,183,"Sztaì, wisì swotélei sù păsı̆mėgı̆mŭ wálgę"
3,184,"Ìr tirsztú malkéliu jaù dosnaý prı̆sı̆sùrbę,"
3,185,"Pótĕriŭ, kaìp krikszczonims reìk', skaitýt ŭssı̆mirszo,"
3,186,"Ìr kaip kiaùlės álmono - tikt gėdă săkýti -"
3,187,"Kiaùliszkas dainàs dainůt ir żwëgt ŭssı̆mánė."
3,188,"Stépas nů rëbiú kuméliu daùg pămĕláwo,"
3,189,"Ó Enskýs săwŏ póniszkus iszgárbı̆nŏ jáuczus,"
3,190,"Àr kitaìp, glupàs szutkàs taisýdămı̆, jůkės."
3,191,"Laùras sù pirsztù dambrélį skàmbı̆nŏ púsdams,"
3,192,"Ó Jokúbs, strunàs įtèmpdams, czìrszkı̆nŏ smùiką."
3,193,"Àlĕ Dŏczýs, perdaùg prı̆sı̆ėdęs beì prı̆sı̆sùrbęs,"
3,194,"Neì koks żákas lénkiszkas po sůlŭ nŭpůlė,"
3,195,"Taìp kad kóżnas wëns dėl tó dideý nŭsı̆gàndo,"
3,196,"Ìr wos pùsgywį su drógais ìsznĕszė̆ laùkan."
3,197,"Bèt ir móters swódbiszkay păsı̆dzaùgt n'ŭssı̆mìrszo,"
3,198,"Àlĕ lăbaý kytreý; nės greìtos mótĕrŭ klástos"
3,199,"Kàrtais ìr kytriáusį klápą mókă prı̆gáuti."
3,200,"Bàrbė sù Pimè, Laurënė beì Păkŭlënė"
3,201,"Wálgy̆dămos brangwýno nè păżiŭrėt nĕnŏrėjo,"
3,202,"Ìrgı̆ pădýwyjo dideý, kad mëlă Krı̆zënė"
3,203,"Ìr mergòms tokió neszwánkaus gėrı̆mŏ siúlė."
3,204,"Ó sztai, mìslyk tikt, broliaù, kas czè păsı̆dárė."
3,205,"Tós klastórkos tů potám kampè sŭsı̆lìndo,"
3,206,"Ìr păkăwótą sáw brangwýno dìdĕlĕ̜ plėczką"
3,207,"Sù keleìs malkaìs slaptóms isztùsztı̆nŏ wìsą,"
3,208,"Ó paskùy nëkùs wisókius plústı̆ prădėjo,"
3,209,"Ìr kitóms wërnóms kamýnkoms gėdą pădárė."
3,210,"Bàrbė sù Pimè dainávo pászŭkŭ daìną"
3,211,"Ó Laurënė su Păkŭlëne gárbı̆nŏ gaìdį."
3,212,"Bèt găspădìnės wëżlibos skyriù sŭsı̆sėdo,"
3,213,"Ìr kas námui reìk' kaimýniskay păwăpėjo."
3,214,"Dákė sáwŏ źąsìs ir Jékė dìdĕlĕs ántis"
3,215,"Gàrbį̆dămos dywú wisókiu daùg sŭmĕláwo."
3,216,"Jùk żinaì, kaip daùg pliuszkėt gal mótĕrŭ búdas,"
3,217,"Kàd jos ànt czesniú dėl námo reìkmĕniŭ wápa."
3,218,"Taìp bĕsı̆pásăkŏjant, sztaì, szpëlmonai sŭsı̆bėgo,"
3,219,"Ìr săwŏ búriszkus ant szókio skàmbı̆nŏ żáislus."
3,220,"Plýckius cimbolùs o Kùbas czìrszkı̆nŏ smùiką,"
3,221,"Bèt Żnairiùks zubùs isztèmpęs bìrbı̆nŏ wàmzdį."
3,222,"Sztaì, tůjaùs Enskýs, mergàs kruwón sŭwădìnęs,"
3,223,"Sù puikeìs kaimýnu klápais rágı̆nŏ szókti."
3,224,"Klìszis sù biaureìs sopágais Pìmĕ̜ nŭtwėrė,"
3,225,"O Kairiùks, aps'áwęs kùrpes, Tùszĕ̜ păgrëbė,"
3,226,"Ìr lëtùwiszkay ant áslos szókdămı̆ spárdės."
3,227,"Bèt kitì, su wyżomìs tyczóms ı̆ssı̆rėdę,"
3,228,"Àr basì, rubùs nŭsı̆wìlkę, sztùką̆ pădárė."
3,229,"Jùk żinaì, kaip lìnksmas búrs perdaùg prı̆sı̆sùrbęs"
3,230,"Kàrtais ànt czesniú durnàs szutkàs prăsı̆máno."
3,231,"Bèt girdėkit dár toliaùs, kas czè păsı̆dárė."
3,232,"Dù kaimýnu nèkwëstu swodbón ătsı̆bástė,"
3,233,"Wëns ju Slùnkium o kitsaì Pelėdă wădìnams."
3,234,"Krìzas kóliojo nůpèrtą pórą̆ mătýdams;"
3,235,"Àlĕ bŏbùtė jo, dėl tó dideý nŭsı̆gàndus',"
3,236,"Tů gumbù waitót ir skaùdzey sìrgtı̆ prădėjo."
3,237,"Róds nĕgrăzù, kad kàs į czésnį wèrżiăsı̆ lįsti,"
3,238,"Kùr tikt sùkwësti biczùlei gál czĕstăwótis."
3,239,"Stùi, neszwánkėli, nelįsk, kur lįstı̆ nĕtìnka,"
3,240,"Láuk, ik Krìzas táw per páslą szaùks păsı̆ródyt,"
3,241,"Ìr kaip wëżlibą kaimýną lëps păsı̆lìnksmįt."
3,242,"Tódėl wëżlibi swotélei taìp nŭsı̆gàndo,"
3,243,"Kàd jë neìgı̆ tăbáko jaù rukýt nĕgălėjo,"
3,244,"Bèt dėl ìszgąstës isz rànku ìszmĕtė̆ pýpkius."
3,245,"Szpëlmonai taipjaù dėl tókio dìdĕliŏ stróko"
3,246,"Sù żaislaìs săwŏ skàmbanczeis po sůlŭ nŭlìndo;"
3,247,"Ó wisì, kurë linksmaý szŏkı̆nėdămı̆ rėkė,"
3,248,"Stàptĕrė̆jo tůjaùs ir baìsey bliáutı̆ păliówė."
3,249,"Daìnos nù gaidzú, nu wìsztu ìrgı̆ żą̆sýczu,"
3,250,"Kàlbos nù wilkú, nu mészku ìrgı̆ nŭ jáuczu"
3,251,"Dėl baisýbės tós tůjaùs į nëką̆ păwìrto"
3,252,"Ìrgı̆ swĕczeì wisì, tylóms kasýdămı̆ gálwas,"
3,253,"Kás tam strókui reìk' nei szeìp nei taìp n'ı̆ssı̆mánė,"
3,254,"Ìk Enskýs, isz pápykio berżìnį̆ păgrëbęs,"
3,255,"Slùnkiaus ìrgı̆ Pĕlėdos szónus skàlbtı̆ prădėjo,"
3,256,"Ìr potám, plaukú nŭsı̆twėręs, ìszmĕtė̆ laùkan."
3,257,"Àlĕ nĕdýwy̆kı̆tės, kalbàs girdėdămı̆ tókias."
3,258,"Jùk ir pónai, póniszkay daugsýk prı̆sı̆rìję,"
3,259,"Búriszkus sztukiùs kaip més prămănýdămı̆ jůkias."
3,260,"Búru róds daugùms tarp músŭ nĕmàndăgĕy èlgias,"
3,261,"Ýpăczĕy ànt czesniú linksmú tuls ràndăsı̆ náras,"
3,262,"Kùrs daug zaùnydams kriksztýnoms gėdą̆ pădáro."
3,263,"Àlĕ nĕdingokim, kad kóżnas póns į̆sı̆rėmęs"
3,264,"Wìs szwentùs ir wëżlibus tikt ìsztăriă dáiktus."
3,265,"Àk, szlapjùrgis ir tarp jú, perdaùg prı̆sı̆kószęs,"
3,266,"Búriszkas szutkàs iszplópt taipjaù nĕsı̆gėdi."
3,267,"Àk, tărė̆ Priczkus, àsz tëk métu szùlcŭ bĕbúdams,"
3,268,"Dwáriszkus budùs ir pónu wìsą̆ răbátą"
3,269,"Plùk į̆sı̆tėmyjau, girdėdams ìrgı̆ žiŭrėdams"
3,270,"Ànday trópyjos, kad àsz su grómătă póno"
3,271,"Pàs wyriáusį dùmczų raìts nŭkĕliáutı̆ tŭrėjau,"
3,272,"Pàs kurį puikiú szlapjùrgiu daùg sŭsı̆bástė."
3,273,"Àsz, kaip tàrnui reìk', săwŏ prástą mùcĕ̜ nŭwóżęs,"
3,274,"Ìr paikeý păsı̆klóniojęs tů grómătą̆ ródzau,"
3,275,"Ìrgı̆ pădáwęs ję, tyczóms į átdărą̆ kùknę"
3,276,"Įlindaù păżiŭrėt, kokiùs ten szùtı̆nă kąsnius."
3,277,"Nėsă păprátęs jaù tarp pónu skiaùtŭrĕ̜ ródyt,"
3,278,"Neì koks draùgas jú, nĕbı̆jaùs nei sziókiŏ nĕi tókio."
3,279,"Czè trys kùkorei dużì man tů păsı̆ródė;"
3,280,"Wëns neszwánkėlis mė̆sı̆nėjo wánăgą̆ jůdą,"
3,281,"O kitsaì, sŭ năgais draskýdams ìsztı̆są̆ zùikį,"
3,282,"Kirmėliú gywú lizdùs isz wėdărŏ krápsztė;"
3,283,"Àlĕ trĕczàsis, dù biauriù rykù nŭsı̆twėręs,"
3,284,"Rùpuiżes baisiàs į bliúdą társzkı̆nŏ plátų;"
3,285,"Nės tas rùpuiżes mŭsŭ pónai gárbı̆nŏ skaùdzey."
3,286,"Taìpgı̆ bĕżiúrint mán jau dúszei pìktă păstójo,"
3,287,"Ìr asz, pró durìs iszszókęs, wémtı̆ prădėjau."
3,288,"Taìp neswëtiszkay nŭsı̆wėmęs wėl păsı̆ródzau,"
3,289,"Bèt tyczóms nĕsăkiaù, dėl kó man taìp păsı̆dárė."
3,290,"Żìnot jùk, kaip pónpălăikei tů jůkiăsı̆ búrui,"
3,291,"Ó măżŭ jë dar mán cze bútu mùszĕ̜ pĕr aùsį."
3,292,"Tódėl týkojau tylóms, uż dùrŭ nŭlìndęs,"
3,293,"Kàd pămătýczau bèn, kaip pónai mús' czĕstăwójas."
3,294,"Kùkorei walgiùs naujùs jau bùwŏ sŭtaìsę,"
3,295,"Taìp, kad wìsas dwárs dėl jú smirdėtı̆ prădėjo."
3,296,"Sztaì, tů póniszki tarnaì wisì sŭsı̆bėgo,"
3,297,"Ìr jau wìslab, kas ant stálo reìk', sŭnĕszióję,"
3,298,"Wìrtus ir keptùs walgiùs tůjaùs sugăbéno."
3,299,"Àsz rankàs săwŏ búriszkas, kaip reìk', sŭsı̆ėmęs,"
3,300,"Póniszku bei nóbażnu wis pótĕriŭ láukiu."
3,301,"Sztaì, żiuriù, këkwëns tarp jú jau rèngiăsı̆ sėstis,"
3,302,"Ìr, wisaý dangaùs użmìrszęs, ìmăsı̆ száuksztą,"
3,303,"Ìrgı̆ bĕżaùnydams walgiùs į gómŭrį̆ kìsza."
3,304,"Àsz dar tókias biaurybès kol gýws nĕrĕgėjęs,"
3,305,"Taìp nŭsı̆dýwyjau, kad jaù kŏnĕ rėktı̆ prădėjau."
3,306,"Tìkt sŭsı̆mìslyjęs, kad mán cze nèdĕră rėkaut,"
3,307,"Wìs pămăżì sznibżdėdams ìr kytreý păsı̆slėpdams,"
3,308,"Taìp iszólojau, kad szùnys kaùkti sŭnìko:"
3,309,"Jús iszpùtėlei pilwóti, júsgı̆ bĕdëwei,"
3,310,"Àr jau gėda jùms szwentaý rankàs sŭsı̆ìmti,"
3,311,"Ìr auksztýn păżiurėt, kad rëbius ìmătĕ kąsnius?"
3,312,"Més suskrétę búrai, més wyżótı̆ năbágai,"
3,313,"Szén ir tén wis stùmdyti bei daùg prı̆sı̆wàrgę,"
3,314,"Tánkey wós plùtas sausàs į wėdărą̆ kìszam,"
3,315,"Ìr tikt sù blogù skinkiù gaiwìnămĕ szìrdis,"
3,316,"Ó tikt ìr uż taì kasdën dĕkăwójămĕ Dëwui."
3,317,"Ó jus nèprëtĕlei, walgiùs wis rýdămı̆ rëbius,"
3,318,"Ìr wis rìnczwynius į pìlwą kószdămı̆ stórą,"
3,319,"Dëwo bei dangaùs wisaý pămı̆nėtı̆ păliówėt."
3,320,"Àr nĕsı̆bìjotės użsprìngt, kad kábı̆ăr ėdat,"
3,321,"Àr kad júsŭ nămùs Perkúns į pléntą̆ sŭplészkįs? -"
3,322,"Taìp trumpaý pădŭmójęs sáw ir átrăszą̆ gáwęs,"
3,323,"Tů kŏnĕ dwìlinks ìr neswëtiszkay nŭsı̆gàndęs,"
3,324,"Pró durìs iszszókau ìrgı̆ nămó parjójau."
3,325,"Àk, tărĕ Sèlmas, róds neszwánkios músŭ gădýnės"
3,326,"Ànt wisú szelmýstu jaù wisaý păsı̆léido."
3,327,"Póns ir tàrnas jó peklón tikt bėgă tı̆kt bėgă,"
3,328,"Àns, į̆sı̆rėmęs wìs ir póniszkay păsı̆pútęs,"
3,329,"Wàrdo dëwiszko jau gėdėjas pămı̆nėti,"
3,330,"Ó szisaì, kad jám įtìktu, nëkı̆nă Dëwą."
3,331,"Póns apjékėlis, Welnióp szůleìs bĕsı̆sùkdams,"
3,332,"Ìr tarnùs saw ìszrinktus apjèktı̆ mŏkìna."
3,333,"Dëws ir żódis jó, bażnýczu músŭ grŏżýbės,"
3,334,"Gësmés nóbażnos taipjaù kaip pótĕrĕi músu,"
3,335,"Nèprëtĕlëms tokëms nei smárwė mėżı̆niŏ smìrdi."
3,336,"Lùmper ìrgı̆ kămėdigės apjékı̆nŏ póną,"
3,337,"Ó tarnaì jo bè drausmės kekszáudămı̆ jůkias."
3,338,"Àk kur dìngo wëżlibùms jau músŭ gădýniu!"
3,339,"Taìp bĕsı̆pásăkŏjant ir swódbą wìsą bĕbaìgiant,"
3,340,"Sztaì, tůjaùs wyżóts atbėgęs Blèbĕriŏ tàrnas:"
3,341,"Àk, tărĕ, lìnksmı̆nkı̆tės, jau wėl czesnìs păsı̆dáro."
3,342,"Tìkt girdėkit, kaìp Bendìksas żąsı̆ną̆ piáuja,"
3,343,"Ìr kaip Paìkżentis păsı̆rìtęs áwı̆ną̆ smáugia."
3,344,"Waùszkus sáwŏ nămáms wënrágį bùlių̆ stĕkéna,"
3,345,"Ó Mikóls darzè taip smàrkey swìlı̆nă kùilį,"
3,346,"Kàd per mýlę dúmai, nei dĕbĕseì păsı̆kėlę,"
3,347,"Sáulę sù żwaigżdėms ir száltą mėnĕsį̆ tàmsin."
3,348,"Taìgı̆ dăbàr deszrú wisókiu bùs prı̆sı̆wálgyt,"
3,349,"Nės lăszı̆niú bei kùmpiu jaù rukįt păkăbįtu"
3,350,"Żëmai pàs burùs daugýbė dìdĕlė̆ kába;"
3,351,"O dar wìs daugiaùs mėsós į kámı̆ną̆ kèmsza."
3,352,"Taìgı̆ dăbàr czesnìs lëtùwiszkay păsı̆dárė,"
3,353,"Ìr wargùs wisùs użmìrszę wėl ătsı̆gáusim."
3,354,"Àle nĕmìslykit, tokią girdėdămı̆ kàlbą,"
3,355,"Kàd ant ápjůko ji mùms yrà prămănýta;"
3,356,"Jùk permër mes bëdzei ánt laukú prı̆sı̆wàrgom,"
3,357,"Ìr greitì, kaip búrams reìk', į baùdzăwą̆ bėgom,"
3,358,"Mėszlą wèszt, użkrėst, użárt, grŭdĕliùs barstýti,"
3,359,"Szëną kìrst, sugrėbt, ir pó kraikù păkăwóti,"
3,360,"Ìr wisàs gerýbes į skunès sŭwălýti."
3,361,"Àk, kas taì darbaì, kuriùs atlìkt triŭsı̆nėjom!"
3,362,"Lýtus mùms daugsýk, taip dìrbant, nùgărą̆ praùsė,"
3,363,"Ìr tuls twànkas įżarstýts daug képı̆nŏ kiaùszę."
3,364,"Més bĕsı̆dówy̆dămi daugsýk krůpàs nĕdărýtas"
3,365,"Ìr plutàs menkàs blogaý kramtýdămı̆ wálgėm."
3,366,"Tánkey més twankè prastaý maiszýdămı̆ skìnkį"
3,367,"Ìr wandèns malkùs isz kláno sémdămı̆ gėrėm."
3,368,"Prákaito taip daùg nu wéido mùms nŭlăszėjo,"
3,369,"Kád per nósį tészkanczos wis rìtŏsı̆ srówės."
3,370,"Àk, mes bëdzei, àk wisùr dideý prı̆sı̆wàrgom!"
3,371,"Nùgı̆ dăbàr, nasztàs wargú wisàs nŭsı̆krátę,"
3,372,"Jaù păsı̆lìnksmįkim bensýk czesnýj sŭsı̆kwëtę."
3,373,"Tám juk Dëws dosnùs gerýbes mùms dŏwănója,"
3,374,"Kàd nŭsı̆múczyję bei, kaìp mums reìk', triŭsı̆nėję,"
3,375,"Wėl atsı̆gáutumbim, gardzeý kramtýdămı̆ kąsnius."
3,376,"Dárbo reìk', nės taìp kożnám Dëws pàlëpė wálgyt,"
3,377,"Wàlgio reìk', kad dìrbanczus sylà nĕpămèstu."
3,378,"Taìgı̆ nĕczėdykim muszt, piáut ir skèrst săwŏ wàlgį."
3,379,"Waìkĕ, nŭmùszk drąsà jautùką sáw nŭpĕnėjęs;"
3,380,"Piáuk awiú keliàs, neczėdyk áwı̆ną̆ lùiną;"
3,381,"Kìszk żąsìs, pylès, wisztàs į dìdĕlį̆ půdą;"
3,382,"Skèrsk daglùs parszùs, păsı̆skèrsk nutùkŭsĕ̜ kiaùlę;"
3,383,"Wálgyk sweìks deszràs isz krůpo sáw păsı̆dáręs."
3,384,"Ìmk raumèns stukiùs, sŭkăpójęs kìmszk smăgĕnìnę;"
3,385,"Ó kad dár nĕ gănà, nŭsı̆twėręs dìdĕlĕ̜ żárną,"
3,386,"Kìmszk drąsà plauczùs, n'atbók, kad plýszdămă drìksters,"
3,387,"Ìr kĕpĕnú n'użmìrszk, kad stórą prìdrĕbı̆ dészrą;"
3,388,"Nės tokë daiktaì taw gál dideý sŭsı̆gádyt."
3,389,"Jùk żinaì, koks kúds daugsýk pawásăriŏ czėsas."
3,390,"Àr nĕ gĕraý, kad dár per mėszlus spìrgı̆nı̆ spìrgus,"
3,391,"Ìr kad pèr rugiùs į mëlą baùdzăwą̆ bėgdams"
3,392,"Àrgı̆ nămėj ką weìkdams sáw ı̆ssı̆szùtı̆nı̆ kùmpį?"
3,393,"Róds, tărė Laùras, sù mërà wis reìk' păsı̆pùrtįt."
3,394,"Próto reìk', kad ką rudèns czėsè mė̆sı̆nėji,"
3,395,"Ó kad czėrauji, wėl reìk' su rámzŭmŭ czėraut."
3,396,"Àr tai próts, kad kàs, suláukęs rùdĕnį̆ rëbų,"
3,397,"Wìs bĕsı̆jůkdams ìr dainůdams lászı̆niŭs ėda,"
3,398,"Ìr prı̆sı̆rýt aklaý kasdën į kàrczămą̆ lènda?"
3,399,"Jùk girdėjot jaù, kaip àns Doczýs szŏkı̆nėdams,"
3,400,"Ìr kasdën girtůdams beì durnaý smăgŭráudams,"
3,401,"Ìsz bėdós paskiaús kaip smìrdas úbăgŭi téko."
3,402,"Waìkĕ, prı̆wálgydams ir gérdams màndăgĕy èlgkis."
3,403,"Méts tur daùg dënú, ik wìsas jìs păsı̆baìgia,"
3,404,"Ó kożnà dënà daug kąsniu nór' păsı̆sótįt."
3,405,"Pùsryczei kasdën ir pëtus ìr wăkărënė"
3,406,"Skìlwį pérmaldyt ir rámdyt pászărŏ sténa;"
3,407,"Ó dar ìrgı̆ pălùdënai daugsýk ı̆ssı̆szëpę,"
3,408,"Kàd darbaì laukù prăsı̆plátı̆nă, lŭkŭriă szmótu."
3,409,"Taìgı̆ nĕ wìs kasdën, nei swódbą dìdĕlĕ̜ kéldams"
3,410,"Ìr nei kókias kriksztynàs pădărýdămăs czėrauk!"
3,411,"Nè kasdën wis sù smalstùmais wėdărą̆ lìnksmįk"
3,412,"Ìrgı̆ nĕ wìs durnaý ir taìp saw ùżdărą̆ pústyk,"
3,413,"Kàd paskiáus walgiùs taw reìks iszpliùrpt nĕdărýtus."
